35872,"Leavens","Chris","Male",19760202,\N
35873,"Leavenworth","Scotty","Male",19900521,\N
35884,"LeBeau","Mikey","Male",19831125,\N
35892,"Lebeshev","Pavel","Male",19400215,\N
35894,"LeBlanc","Christian","Male",19580825,\N
35897,"LeBlanc","Matt","Male",19670725,\N
35899,"Leblanc","Tony","Male",19220507,\N
35901,"Leboeuf","Frank","Male",19680123,\N
35903,"Lebor","Stanley","Male",19340924,\N
35905,"LeBouef","Clayton","Male",19541112,\N
35909,"Lebrero","Derek","Male",19710530,\N
35915,"Lechtenbrink","Volker","Male",19440818,\N
35916,"Lecic","Branislav","Male",19550825,\N
35919,"LeClair","John","Male",19690705,\N
35922,"Leclerc","Jacques","Male",19021122,19471128
35925,"Leconte","Patrice","Male",19471112,\N
35929,"Leddy","John","Male",19300112,\N
35931,"Ledee","Ricky","Male",19731122,\N
35933,"Leder","Michael","Male",19770328,\N
35936,"Lederer","Francis","Male",18991106,20000525
35948,"Ledger","Heath","Male",19790404,\N
35952,"Ledingham","David","Male",19610131,\N
35954,"Ledogorov","Igor","Male",19320509,\N
35955,"Ledoux","Fernand","Male",18970124,19930921
35957,"Ledru","William","Male",19810401,\N
35969,"Lee","Brandon","Male",19650201,19930331
35970,"Lee","Brett","Male",19761108,\N
35971,"Lee","Bruce","Male",19401127,19730720
35973,"Lee","Byron","Male",19350627,\N
35975,"Lee","Byung-hun","Male",19700712,\N
35976,"Lee","Canada","Male",19070303,19520509
35980,"Lee","Christopher","Male",19220527,\N
35984,"Lee","Drew","Male",19720801,\N
35996,"Lee","Jaden","Male",19870403,\N
36001,"Lee","Jung-Jae","Male",19730315,\N
36004,"Lee","Kyu","Male",19781230,\N
36015,"Lee","Murphy","Male",19821219,\N
36017,"Lee","Nathaniel","Male",19890910,\N
36029,"Lee","Spike","Male",19570320,\N
36030,"Lee","Stan","Male",19221228,\N
36037,"Leeb","Alexander","Male",19620211,\N
36038,"Leeb","Michel","Male",19470423,\N
36040,"Leech","Dennis","Male",19720209,\N
36041,"Leech","George","Male",19211206,\N
36042,"Leech","Tony","Male",19680528,\N
36048,"Leeds","Phil","Male",19160406,19980816
36054,"Lees","Michael","Male",19270905,\N
36056,"Leeshock","Robert","Male",19671213,\N
36057,"Leesley","Geoffrey","Male",19490601,\N
36061,"Leeze","Johnny","Male",19411231,\N
36065,"Lefebvre","Jean-Pierre","Male",19410817,\N
36067,"Lefebvre","Robert","Male",19070319,\N
36070,"LeFevre","Adam","Male",19500811,\N
36082,"Legault","Claude","Male",19630526,\N
36084,"LeGault","Lance","Male",19350502,\N
36089,"LeGette","Wayne","Male",19681208,\N
36092,"Leggio","Jerry","Male",19350923,\N
36096,"Legrand","Michel","Male",19320224,\N
36102,"LeGros","James","Male",19620427,\N
36105,"Leguizamo","John","Male",19640722,\N
36115,"Lehman","Ernest","Male",19151208,\N
36118,"Lehman","Lew","Male",19330408,20000325
36127,"Lehmann","Manfred","Male",19450129,\N
36140,"Lehr","John","Male",19671125,\N
36143,"Lehrer","Jim","Male",19340519,\N
36144,"Lehrer","Tom","Male",19280409,\N
36147,"Lehtihalmes","Tauno","Male",19161025,\N
36159,"Leiber","Jerry","Male",19330425,\N
36161,"Leibman","Ron","Male",19371011,\N
36178,"Leigh","Mike","Male",19430220,\N
36187,"Leigh-Hunt","Ronald","Male",19161005,\N
36201,"Leinhardt","Rodney","Male",19700101,\N
36207,"Leipnitz","Harald","Male",19260422,20001121
36209,"Leisen","Antal","Male",19470617,\N
36212,"Leisner","Otto","Male",19170116,\N
36214,"Leisti","Jukka","Male",19580406,\N
36215,"Leisure","David","Male",19501116,\N
36216,"Leitch","Donovan","Male",19680816,\N
36217,"Leiter","Al","Male",19651023,\N
